trade_date,close_im0,close_im1,close_im2,close_im3,price_spread_im0_im1,price_spread_im0_im2,price_spread_im0_im3,price_spread_im1_im2,price_spread_im1_im3,price_spread_im2_im3
2024-11-20,6190.8,6159.2,6084.8,5972.6,31.600000000000364,106.0,218.19999999999982,74.39999999999964,186.59999999999945,112.19999999999982
2024-11-19,6093.0,6068.0,5995.8,5890.0,25.0,97.19999999999982,203.0,72.19999999999982,178.0,105.80000000000018
2024-11-18,5954.2,5928.8,5855.0,5748.8,25.399999999999636,99.19999999999982,205.39999999999964,73.80000000000018,180.0,106.19999999999982
2024-11-15,6215.6,6103.0,6002.6,5895.8,112.60000000000036,213.0,319.8000000000002,100.39999999999964,207.19999999999982,106.80000000000018
2024-11-14,6279.0,6239.6,6136.8,6022.0,39.399999999999636,142.19999999999982,257.0,102.80000000000018,217.60000000000036,114.80000000000018
2024-11-13,6445.4,6397.4,6293.2,6188.0,48.0,152.19999999999982,257.39999999999964,104.19999999999982,209.39999999999964,105.19999999999982
2024-11-12,6456.0,6407.8,6302.0,6199.0,48.19999999999982,154.0,257.0,105.80000000000018,208.80000000000018,103.0
2024-11-11,6525.6,6490.4,6390.0,6280.0,35.20000000000073,135.60000000000036,245.60000000000036,100.39999999999964,210.39999999999964,110.0
2024-11-08,6408.6,6381.8,6289.6,6184.0,26.800000000000182,119.0,224.60000000000036,92.19999999999982,197.80000000000018,105.60000000000036
2024-11-07,6408.0,6389.0,6297.0,6194.6,19.0,111.0,213.39999999999964,92.0,194.39999999999964,102.39999999999964
2024-11-06,6293.8,6268.2,6179.8,6072.2,25.600000000000364,114.0,221.60000000000036,88.39999999999964,196.0,107.60000000000036
2024-11-05,6283.4,6261.4,6173.6,6073.0,22.0,109.79999999999927,210.39999999999964,87.79999999999927,188.39999999999964,100.60000000000036
2024-11-04,6065.4,6035.8,5956.0,5852.2,29.599999999999454,109.39999999999964,213.19999999999982,79.80000000000018,183.60000000000036,103.80000000000018
2024-11-01,5917.8,5890.0,5809.0,5713.0,27.800000000000182,108.80000000000018,204.80000000000018,81.0,177.0,96.0
2024-10-31,6095.4,6063.6,5979.0,5880.0,31.799999999999272,116.39999999999964,215.39999999999964,84.60000000000036,183.60000000000036,99.0
2024-10-30,6006.0,5975.0,5894.8,5800.0,31.0,111.19999999999982,206.0,80.19999999999982,175.0,94.80000000000018
2024-10-29,5977.8,5951.0,5876.6,5780.0,26.800000000000182,101.19999999999982,197.80000000000018,74.39999999999964,171.0,96.60000000000036
2024-10-28,6069.2,6044.0,5976.6,5881.2,25.199999999999818,92.59999999999945,188.0,67.39999999999964,162.80000000000018,95.40000000000055
2024-10-25,5996.0,5979.4,5910.8,5812.8,16.600000000000364,85.19999999999982,183.19999999999982,68.59999999999945,166.59999999999945,98.0
2024-10-24,5859.0,5832.0,5763.0,5666.8,27.0,96.0,192.19999999999982,69.0,165.19999999999982,96.19999999999982
2024-10-23,5891.2,5866.2,5797.0,5700.6,25.0,94.19999999999982,190.59999999999945,69.19999999999982,165.59999999999945,96.39999999999964
2024-10-22,5873.8,5850.6,5777.8,5681.0,23.199999999999818,96.0,192.80000000000018,72.80000000000018,169.60000000000036,96.80000000000018
2024-10-21,5840.0,5822.6,5746.0,5660.2,17.399999999999636,94.0,179.80000000000018,76.60000000000036,162.40000000000055,85.80000000000018
2024-10-18,5751.0,5732.8,5728.0,5640.2,18.199999999999818,23.0,110.80000000000018,4.800000000000182,92.60000000000036,87.80000000000018
2024-10-17,5490.0,5469.2,5434.0,5340.2,20.800000000000182,56.0,149.80000000000018,35.19999999999982,129.0,93.80000000000018
2024-10-16,5527.2,5501.4,5470.4,5386.6,25.800000000000182,56.80000000000018,140.59999999999945,31.0,114.79999999999927,83.79999999999927
2024-10-15,5481.4,5452.0,5411.0,5331.0,29.399999999999636,70.39999999999964,150.39999999999964,41.0,121.0,80.0
2024-10-14,5613.0,5597.8,5557.0,5482.4,15.199999999999818,56.0,130.60000000000036,40.80000000000018,115.40000000000055,74.60000000000036
2024-10-11,5423.0,5399.0,5379.0,5308.2,24.0,44.0,114.80000000000018,20.0,90.80000000000018,70.80000000000018
2024-10-10,5664.0,5648.0,5628.8,5559.0,16.0,35.19999999999982,105.0,19.199999999999818,89.0,69.80000000000018
2024-10-09,5749.8,5745.2,5715.8,5639.2,4.600000000000364,34.0,110.60000000000036,29.399999999999636,106.0,76.60000000000036
2024-10-08,6219.8,6207.6,6184.8,6120.0,12.199999999999818,35.0,99.80000000000018,22.800000000000182,87.60000000000036,64.80000000000018
2024-09-30,5813.4,5795.6,5769.6,5683.2,17.799999999999272,43.79999999999927,130.19999999999982,26.0,112.40000000000055,86.40000000000055
2024-09-27,5362.2,5320.4,5297.2,5206.6,41.80000000000018,65.0,155.59999999999945,23.199999999999818,113.79999999999927,90.59999999999945
2024-09-26,4937.4,4901.8,4882.4,4803.8,35.599999999999454,55.0,133.59999999999945,19.400000000000546,98.0,78.59999999999945
2024-09-25,4676.4,4648.4,4615.4,4525.6,28.0,61.0,150.79999999999927,33.0,122.79999999999927,89.79999999999927
2024-09-24,4653.2,4623.2,4586.0,4494.0,30.0,67.19999999999982,159.19999999999982,37.19999999999982,129.19999999999982,92.0
2024-09-23,4437.0,4401.8,4363.0,4265.4,35.19999999999982,74.0,171.60000000000036,38.80000000000018,136.40000000000055,97.60000000000036
2024-09-20,4447.8,4422.6,4347.2,4250.0,25.199999999999818,100.60000000000036,197.80000000000018,75.40000000000055,172.60000000000036,97.19999999999982
2024-09-19,4487.4,4454.0,4379.0,4281.8,33.399999999999636,108.39999999999964,205.59999999999945,75.0,172.19999999999982,97.19999999999982
2024-09-18,4405.0,4365.6,4290.6,4194.6,39.399999999999636,114.39999999999964,210.39999999999964,75.0,171.0,96.0
2024-09-13,4416.8,4380.0,4312.0,4220.6,36.80000000000018,104.80000000000018,196.19999999999982,68.0,159.39999999999964,91.39999999999964
2024-09-12,4468.4,4429.4,4359.6,4270.6,39.0,108.79999999999927,197.79999999999927,69.79999999999927,158.79999999999927,89.0
2024-09-11,4474.8,4436.0,4366.6,4278.0,38.80000000000018,108.19999999999982,196.80000000000018,69.39999999999964,158.0,88.60000000000036
2024-09-10,4473.6,4436.0,4369.0,4281.6,37.600000000000364,104.60000000000036,192.0,67.0,154.39999999999964,87.39999999999964
2024-09-09,4457.4,4420.8,4355.0,4267.0,36.599999999999454,102.39999999999964,190.39999999999964,65.80000000000018,153.80000000000018,88.0
2024-09-06,4497.2,4461.6,4393.2,4304.0,35.599999999999454,104.0,193.19999999999982,68.40000000000055,157.60000000000036,89.19999999999982
2024-09-05,4577.2,4543.0,4476.6,4391.6,34.19999999999982,100.59999999999945,185.59999999999945,66.39999999999964,151.39999999999964,85.0
2024-09-04,4536.2,4501.6,4433.0,4346.6,34.599999999999454,103.19999999999982,189.59999999999945,68.60000000000036,155.0,86.39999999999964
2024-09-03,4547.4,4513.8,4444.6,4358.2,33.599999999999454,102.79999999999927,189.19999999999982,69.19999999999982,155.60000000000036,86.40000000000055
2024-09-02,4515.6,4485.0,4418.8,4333.2,30.600000000000364,96.80000000000018,182.40000000000055,66.19999999999982,151.80000000000018,85.60000000000036
2024-08-30,4621.0,4590.4,4525.0,4441.8,30.600000000000364,96.0,179.19999999999982,65.39999999999964,148.59999999999945,83.19999999999982
2024-08-29,4527.4,4493.8,4432.8,4346.4,33.599999999999454,94.59999999999945,181.0,61.0,147.40000000000055,86.40000000000055
2024-08-28,4450.2,4416.6,4351.8,4265.8,33.599999999999454,98.39999999999964,184.39999999999964,64.80000000000018,150.80000000000018,86.0
2024-08-27,4442.2,4405.4,4344.2,4258.0,36.80000000000018,98.0,184.19999999999982,61.19999999999982,147.39999999999964,86.19999999999982
2024-08-26,4489.2,4455.0,4390.6,4307.8,34.19999999999982,98.59999999999945,181.39999999999964,64.39999999999964,147.19999999999982,82.80000000000018
2024-08-23,4475.0,4438.6,4376.6,4291.0,36.399999999999636,98.39999999999964,184.0,62.0,147.60000000000036,85.60000000000036
2024-08-22,4473.2,4436.2,4369.0,4281.0,37.0,104.19999999999982,192.19999999999982,67.19999999999982,155.19999999999982,88.0
2024-08-21,4522.0,4486.4,4419.0,4332.8,35.600000000000364,103.0,189.19999999999982,67.39999999999964,153.59999999999945,86.19999999999982
2024-08-20,4537.0,4501.0,4431.0,4344.0,36.0,106.0,193.0,70.0,157.0,87.0
2024-08-19,4622.8,4585.8,4517.8,4430.6,37.0,105.0,192.19999999999982,68.0,155.19999999999982,87.19999999999982
2024-08-16,4668.4,4606.2,4501.4,4412.8,62.19999999999982,167.0,255.59999999999945,104.80000000000018,193.39999999999964,88.59999999999945
2024-08-15,4679.6,4637.4,4529.6,4443.0,42.20000000000073,150.0,236.60000000000036,107.79999999999927,194.39999999999964,86.60000000000036
2024-08-14,4641.6,4590.6,4485.6,4400.2,51.0,156.0,241.40000000000055,105.0,190.40000000000055,85.40000000000055
2024-08-13,4689.8,4639.0,4539.4,4457.8,50.80000000000018,150.40000000000055,232.0,99.60000000000036,181.19999999999982,81.59999999999945
2024-08-12,4678.4,4624.2,4523.0,4441.0,54.19999999999982,155.39999999999964,237.39999999999964,101.19999999999982,183.19999999999982,82.0
2024-08-09,4687.0,4631.6,4526.4,4445.6,55.399999999999636,160.60000000000036,241.39999999999964,105.20000000000073,186.0,80.79999999999927
2024-08-08,4735.0,4687.2,4585.0,4505.0,47.80000000000018,150.0,230.0,102.19999999999982,182.19999999999982,80.0
2024-08-07,4719.0,4669.0,4565.0,4481.6,50.0,154.0,237.39999999999964,104.0,187.39999999999964,83.39999999999964
2024-08-06,4729.8,4683.2,4584.0,4504.8,46.600000000000364,145.80000000000018,225.0,99.19999999999982,178.39999999999964,79.19999999999982
2024-08-05,4670.6,4625.0,4523.8,4442.8,45.600000000000364,146.80000000000018,227.80000000000018,101.19999999999982,182.19999999999982,81.0
2024-08-02,4792.8,4749.0,4648.0,4566.6,43.80000000000018,144.80000000000018,226.19999999999982,101.0,182.39999999999964,81.39999999999964
