trade_date,close_ic0,close_ic1,close_ic2,close_ic3,price_spread_ic0_ic1,price_spread_ic0_ic2,price_spread_ic0_ic3,price_spread_ic1_ic2,price_spread_ic1_ic3,price_spread_ic2_ic3
2025-04-11,5555.8,5495.4,5424.2,5303.6,60.400000000000546,131.60000000000036,252.19999999999982,71.19999999999982,191.79999999999927,120.59999999999945
2025-04-10,5509.0,5452.2,5381.2,5259.6,56.80000000000018,127.80000000000018,249.39999999999964,71.0,192.59999999999945,121.59999999999945
2025-04-09,5387.2,5332.0,5262.8,5143.0,55.19999999999982,124.39999999999964,244.19999999999982,69.19999999999982,189.0,119.80000000000018
2025-04-08,5271.0,5208.2,5139.4,5019.4,62.80000000000018,131.60000000000036,251.60000000000036,68.80000000000018,188.80000000000018,120.0
2025-04-07,5236.2,5195.8,5139.0,5020.6,40.399999999999636,97.19999999999982,215.59999999999945,56.80000000000018,175.19999999999982,118.39999999999964
2025-04-03,5822.4,5779.4,5712.2,5584.4,43.0,110.19999999999982,238.0,67.19999999999982,195.0,127.80000000000018
2025-04-02,5868.6,5826.4,5759.4,5625.8,42.20000000000073,109.20000000000073,242.80000000000018,67.0,200.59999999999945,133.59999999999945
2025-04-01,5850.6,5806.0,5738.6,5602.0,44.600000000000364,112.0,248.60000000000036,67.39999999999964,204.0,136.60000000000036
2025-03-31,5819.6,5778.8,5710.8,5576.8,40.80000000000018,108.80000000000018,242.80000000000018,68.0,202.0,134.0
2025-03-28,5869.6,5830.8,5766.8,5638.2,38.80000000000018,102.80000000000018,231.40000000000055,64.0,192.60000000000036,128.60000000000036
2025-03-27,5922.2,5881.6,5819.0,5689.6,40.599999999999454,103.19999999999982,232.59999999999945,62.600000000000364,192.0,129.39999999999964
2025-03-26,5895.8,5858.8,5795.0,5670.6,37.0,100.80000000000018,225.19999999999982,63.80000000000018,188.19999999999982,124.39999999999964
2025-03-25,5895.2,5858.0,5794.0,5669.8,37.19999999999982,101.19999999999982,225.39999999999964,64.0,188.19999999999982,124.19999999999982
2025-03-24,5903.8,5862.4,5802.0,5675.6,41.400000000000546,101.80000000000018,228.19999999999982,60.399999999999636,186.79999999999927,126.39999999999964
2025-03-21,5974.0,5913.6,5810.6,5681.4,60.399999999999636,163.39999999999964,292.60000000000036,103.0,232.20000000000073,129.20000000000073
2025-03-20,6056.6,6005.6,5902.4,5772.2,51.0,154.20000000000073,284.40000000000055,103.20000000000073,233.40000000000055,130.19999999999982
2025-03-19,6099.4,6050.2,5948.4,5816.8,49.19999999999982,151.0,282.59999999999945,101.80000000000018,233.39999999999964,131.59999999999945
2025-03-18,6112.4,6065.4,5963.6,5834.6,47.0,148.79999999999927,277.7999999999993,101.79999999999927,230.79999999999927,129.0
2025-03-17,6083.0,6036.6,5938.0,5810.0,46.399999999999636,145.0,273.0,98.60000000000036,226.60000000000036,128.0
2025-03-14,6096.2,6055.0,5955.0,5838.0,41.19999999999982,141.19999999999982,258.1999999999998,100.0,217.0,117.0
2025-03-13,5967.8,5919.6,5813.8,5690.0,48.19999999999982,154.0,277.8000000000002,105.80000000000018,229.60000000000036,123.80000000000018
2025-03-12,6019.0,5971.2,5860.0,5726.8,47.80000000000018,159.0,292.1999999999998,111.19999999999982,244.39999999999964,133.19999999999982
2025-03-11,6011.0,5960.4,5856.8,5732.6,50.600000000000364,154.19999999999982,278.39999999999964,103.59999999999945,227.79999999999927,124.19999999999982
2025-03-10,5961.2,5922.0,5818.8,5696.2,39.19999999999982,142.39999999999964,265.0,103.19999999999982,225.80000000000018,122.60000000000036
2025-03-07,5992.4,5955.8,5854.4,5730.2,36.599999999999454,138.0,262.1999999999998,101.40000000000055,225.60000000000036,124.19999999999982
2025-03-06,6020.0,5986.4,5885.0,5760.2,33.600000000000364,135.0,259.8000000000002,101.39999999999964,226.19999999999982,124.80000000000018
2025-03-05,5905.8,5866.0,5765.0,5643.8,39.80000000000018,140.80000000000018,262.0,101.0,222.19999999999982,121.19999999999982
2025-03-04,5896.4,5862.4,5763.2,5645.4,34.0,133.19999999999982,251.0,99.19999999999982,217.0,117.80000000000018
2025-03-03,5847.2,5814.4,5720.0,5603.4,32.80000000000018,127.19999999999982,243.80000000000018,94.39999999999964,211.0,116.60000000000036
2025-02-28,5838.4,5799.8,5709.8,5595.8,38.599999999999454,128.59999999999945,242.59999999999945,90.0,204.0,114.0
2025-02-27,5982.4,5947.8,5850.0,5730.8,34.599999999999454,132.39999999999964,251.59999999999945,97.80000000000018,217.0,119.19999999999982
2025-02-26,5997.0,5964.4,5863.8,5750.6,32.600000000000364,133.19999999999982,246.39999999999964,100.59999999999945,213.79999999999927,113.19999999999982
2025-02-25,5950.4,5925.6,5832.0,5731.4,24.799999999999272,118.39999999999964,219.0,93.60000000000036,194.20000000000073,100.60000000000036
2025-02-24,5994.4,5964.4,5879.4,5784.8,30.0,115.0,209.59999999999945,85.0,179.59999999999945,94.59999999999945
2025-02-21,6048.2,6028.8,5916.0,5820.0,19.399999999999636,132.19999999999982,228.19999999999982,112.80000000000018,208.80000000000018,96.0
2025-02-20,5949.8,5918.0,5806.6,5714.0,31.800000000000182,143.19999999999982,235.80000000000018,111.39999999999964,204.0,92.60000000000036
2025-02-19,5938.0,5913.4,5805.6,5710.2,24.600000000000364,132.39999999999964,227.80000000000018,107.79999999999927,203.19999999999982,95.40000000000055
2025-02-18,5845.8,5822.6,5715.0,5624.8,23.199999999999818,130.80000000000018,221.0,107.60000000000036,197.80000000000018,90.19999999999982
2025-02-17,5936.2,5909.4,5802.8,5705.4,26.800000000000182,133.39999999999964,230.80000000000018,106.59999999999945,204.0,97.40000000000055
2025-02-14,5949.6,5925.0,5822.2,5727.0,24.600000000000364,127.40000000000055,222.60000000000036,102.80000000000018,198.0,95.19999999999982
2025-02-13,5901.2,5873.0,5770.6,5682.8,28.199999999999818,130.59999999999945,218.39999999999964,102.39999999999964,190.19999999999982,87.80000000000018
2025-02-12,5938.0,5902.6,5800.8,5711.6,35.399999999999636,137.19999999999982,226.39999999999964,101.80000000000018,191.0,89.19999999999982
2025-02-11,5849.4,5822.8,5723.0,5632.6,26.599999999999454,126.39999999999964,216.79999999999927,99.80000000000018,190.19999999999982,90.39999999999964
2025-02-10,5868.2,5844.0,5745.6,5652.0,24.199999999999818,122.59999999999945,216.19999999999982,98.39999999999964,192.0,93.60000000000036
2025-02-07,5826.2,5807.6,5711.0,5629.8,18.599999999999454,115.19999999999982,196.39999999999964,96.60000000000036,177.80000000000018,81.19999999999982
2025-02-06,5729.2,5712.8,5617.0,5528.8,16.399999999999636,112.19999999999982,200.39999999999964,95.80000000000018,184.0,88.19999999999982
2025-02-05,5590.8,5567.8,5470.4,5383.0,23.0,120.40000000000055,207.80000000000018,97.40000000000055,184.80000000000018,87.39999999999964
2025-01-27,5560.4,5532.8,5441.0,5357.8,27.599999999999454,119.39999999999964,202.59999999999945,91.80000000000018,175.0,83.19999999999982
2025-01-24,5653.4,5638.6,5540.8,5456.0,14.799999999999272,112.59999999999945,197.39999999999964,97.80000000000018,182.60000000000036,84.80000000000018
2025-01-23,5561.4,5540.2,5448.4,5358.2,21.199999999999818,113.0,203.19999999999982,91.80000000000018,182.0,90.19999999999982
2025-01-22,5595.0,5572.6,5479.6,5393.4,22.399999999999636,115.39999999999964,201.60000000000036,93.0,179.20000000000073,86.20000000000073
2025-01-21,5616.6,5595.0,5496.2,5413.0,21.600000000000364,120.40000000000055,203.60000000000036,98.80000000000018,182.0,83.19999999999982
2025-01-20,5597.2,5579.6,5484.0,5399.2,17.599999999999454,113.19999999999982,198.0,95.60000000000036,180.40000000000055,84.80000000000018
2025-01-17,5595.2,5568.0,5550.8,5454.8,27.199999999999818,44.399999999999636,140.39999999999964,17.199999999999818,113.19999999999982,96.0
2025-01-16,5545.0,5515.4,5493.4,5397.2,29.600000000000364,51.600000000000364,147.80000000000018,22.0,118.19999999999982,96.19999999999982
2025-01-15,5526.0,5500.8,5481.8,5386.0,25.199999999999818,44.19999999999982,140.0,19.0,114.80000000000018,95.80000000000018
2025-01-14,5569.0,5549.8,5525.0,5432.8,19.199999999999818,44.0,136.19999999999982,24.800000000000182,117.0,92.19999999999982
2025-01-13,5385.6,5359.4,5337.0,5245.0,26.200000000000728,48.600000000000364,140.60000000000036,22.399999999999636,114.39999999999964,92.0
2025-01-10,5365.6,5342.4,5316.2,5228.6,23.200000000000728,49.400000000000546,137.0,26.199999999999818,113.79999999999927,87.59999999999945
2025-01-09,5437.2,5412.6,5390.2,5299.8,24.599999999999454,47.0,137.39999999999964,22.400000000000546,112.80000000000018,90.39999999999964
2025-01-08,5448.2,5422.6,5402.8,5313.0,25.599999999999454,45.399999999999636,135.19999999999982,19.800000000000182,109.60000000000036,89.80000000000018
2025-01-07,5468.8,5446.8,5423.0,5328.0,22.0,45.80000000000018,140.80000000000018,23.800000000000182,118.80000000000018,95.0
2025-01-06,5418.0,5397.6,5370.2,5278.8,20.399999999999636,47.80000000000018,139.19999999999982,27.400000000000546,118.80000000000018,91.39999999999964
2025-01-03,5428.8,5413.2,5387.6,5296.0,15.600000000000364,41.19999999999982,132.80000000000018,25.599999999999454,117.19999999999982,91.60000000000036
2025-01-02,5534.6,5513.8,5485.2,5391.0,20.800000000000182,49.400000000000546,143.60000000000036,28.600000000000364,122.80000000000018,94.19999999999982
2024-12-31,5693.0,5670.2,5647.0,5555.0,22.800000000000182,46.0,138.0,23.199999999999818,115.19999999999982,92.0
2024-12-30,5889.2,5869.0,5849.0,5748.0,20.199999999999818,40.19999999999982,141.19999999999982,20.0,121.0,101.0
2024-12-27,5887.8,5867.0,5847.4,5747.2,20.800000000000182,40.400000000000546,140.60000000000036,19.600000000000364,119.80000000000018,100.19999999999982
2024-12-26,5870.0,5848.2,5826.4,5724.8,21.800000000000182,43.600000000000364,145.19999999999982,21.800000000000182,123.39999999999964,101.59999999999945
2024-12-25,5828.4,5808.6,5784.0,5686.0,19.799999999999272,44.399999999999636,142.39999999999964,24.600000000000364,122.60000000000036,98.0
2024-12-24,5879.2,5854.8,5836.0,5731.2,24.399999999999636,43.19999999999982,148.0,18.800000000000182,123.60000000000036,104.80000000000018
2024-12-23,5803.0,5784.8,5762.4,5657.0,18.199999999999818,40.600000000000364,146.0,22.400000000000546,127.80000000000018,105.39999999999964
2024-12-20,5927.6,5895.6,5851.0,5746.4,32.0,76.60000000000036,181.20000000000073,44.600000000000364,149.20000000000073,104.60000000000036
2024-12-19,5911.6,5884.0,5837.2,5730.4,27.600000000000364,74.40000000000055,181.20000000000073,46.80000000000018,153.60000000000036,106.80000000000018
2024-12-18,5888.6,5861.2,5813.8,5707.0,27.400000000000546,74.80000000000018,181.60000000000036,47.399999999999636,154.19999999999982,106.80000000000018
2024-12-17,5850.8,5825.2,5772.4,5669.0,25.600000000000364,78.40000000000055,181.80000000000018,52.80000000000018,156.19999999999982,103.39999999999964
2024-12-16,5908.0,5879.0,5828.2,5719.4,29.0,79.80000000000018,188.60000000000036,50.80000000000018,159.60000000000036,108.80000000000018
2024-12-13,5998.2,5972.2,5911.0,5806.0,26.0,87.19999999999982,192.19999999999982,61.19999999999982,166.19999999999982,105.0
2024-12-12,6093.0,6069.2,6013.0,5908.4,23.800000000000182,80.0,184.60000000000036,56.19999999999982,160.80000000000018,104.60000000000036
2024-12-11,6036.4,6011.0,5954.4,5849.8,25.399999999999636,82.0,186.59999999999945,56.600000000000364,161.19999999999982,104.59999999999945
2024-12-10,5991.4,5970.2,5909.8,5806.4,21.199999999999818,81.59999999999945,185.0,60.399999999999636,163.80000000000018,103.40000000000055
2024-12-09,5922.6,5898.4,5837.8,5733.4,24.200000000000728,84.80000000000018,189.20000000000073,60.599999999999454,165.0,104.40000000000055
2024-12-06,5963.4,5933.0,5879.0,5778.0,30.399999999999636,84.39999999999964,185.39999999999964,54.0,155.0,101.0
2024-12-05,5878.0,5850.8,5793.2,5692.2,27.199999999999818,84.80000000000018,185.80000000000018,57.600000000000364,158.60000000000036,101.0
2024-12-04,5860.0,5838.0,5783.6,5685.2,22.0,76.39999999999964,174.80000000000018,54.399999999999636,152.80000000000018,98.40000000000055
2024-12-03,5903.2,5879.0,5828.6,5736.2,24.199999999999818,74.59999999999945,167.0,50.399999999999636,142.80000000000018,92.40000000000055
2024-12-02,5912.0,5886.2,5838.4,5744.4,25.800000000000182,73.60000000000036,167.60000000000036,47.80000000000018,141.80000000000018,94.0
2024-11-29,5822.4,5797.8,5750.0,5659.4,24.599999999999454,72.39999999999964,163.0,47.80000000000018,138.40000000000055,90.60000000000036
2024-11-28,5723.6,5699.2,5652.2,5555.0,24.400000000000546,71.40000000000055,168.60000000000036,47.0,144.19999999999982,97.19999999999982
2024-11-27,5767.6,5736.2,5695.2,5611.4,31.400000000000546,72.40000000000055,156.20000000000073,41.0,124.80000000000018,83.80000000000018
2024-11-26,5652.8,5623.8,5580.4,5489.8,29.0,72.40000000000055,163.0,43.400000000000546,134.0,90.59999999999945
2024-11-25,5688.8,5663.2,5616.2,5520.0,25.600000000000364,72.60000000000036,168.80000000000018,47.0,143.19999999999982,96.19999999999982
2024-11-22,5709.0,5685.6,5635.2,5544.8,23.399999999999636,73.80000000000018,164.19999999999982,50.400000000000546,140.80000000000018,90.39999999999964
2024-11-21,5933.4,5910.2,5862.0,5764.0,23.199999999999818,71.39999999999964,169.39999999999964,48.19999999999982,146.19999999999982,98.0
2024-11-20,5943.8,5920.4,5867.0,5767.8,23.400000000000546,76.80000000000018,176.0,53.399999999999636,152.59999999999945,99.19999999999982
2024-11-19,5890.2,5876.8,5827.6,5740.6,13.399999999999636,62.599999999999454,149.59999999999945,49.19999999999982,136.19999999999982,87.0
2024-11-18,5822.0,5805.0,5759.6,5672.0,17.0,62.399999999999636,150.0,45.399999999999636,133.0,87.60000000000036
2024-11-15,6002.6,5913.2,5853.4,5763.6,89.40000000000055,149.20000000000073,239.0,59.80000000000018,149.59999999999945,89.79999999999927
2024-11-14,6096.8,6057.4,5983.0,5887.0,39.400000000000546,113.80000000000018,209.80000000000018,74.39999999999964,170.39999999999964,96.0
2024-11-13,6236.6,6186.4,6109.0,6016.8,50.20000000000073,127.60000000000036,219.80000000000018,77.39999999999964,169.59999999999945,92.19999999999982
2024-11-12,6230.8,6184.0,6108.8,6018.8,46.80000000000018,122.0,212.0,75.19999999999982,165.19999999999982,90.0
2024-11-11,6280.8,6240.0,6167.8,6070.4,40.80000000000018,113.0,210.40000000000055,72.19999999999982,169.60000000000036,97.40000000000055
2024-11-08,6201.0,6174.0,6114.0,6030.0,27.0,87.0,171.0,60.0,144.0,84.0
2024-11-07,6229.6,6207.8,6148.0,6059.6,21.800000000000182,81.60000000000036,170.0,59.80000000000018,148.19999999999982,88.39999999999964
2024-11-06,6117.6,6096.0,6040.8,5959.0,21.600000000000364,76.80000000000018,158.60000000000036,55.19999999999982,137.0,81.80000000000018
2024-11-05,6108.0,6093.8,6034.0,5951.8,14.199999999999818,74.0,156.19999999999982,59.80000000000018,142.0,82.19999999999982
2024-11-04,5929.4,5917.4,5862.0,5780.6,12.0,67.39999999999964,148.79999999999927,55.399999999999636,136.79999999999927,81.39999999999964
2024-11-01,5838.0,5821.0,5769.6,5692.4,17.0,68.39999999999964,145.60000000000036,51.399999999999636,128.60000000000036,77.20000000000073
2024-10-31,5883.6,5859.6,5808.0,5728.6,24.0,75.60000000000036,155.0,51.600000000000364,131.0,79.39999999999964
2024-10-30,5829.8,5814.4,5769.0,5694.8,15.400000000000546,60.80000000000018,135.0,45.399999999999636,119.59999999999945,74.19999999999982
2024-10-29,5816.0,5800.8,5753.0,5681.2,15.199999999999818,63.0,134.80000000000018,47.80000000000018,119.60000000000036,71.80000000000018
2024-10-28,5871.2,5857.8,5812.4,5748.2,13.399999999999636,58.80000000000018,123.0,45.400000000000546,109.60000000000036,64.19999999999982
2024-10-25,5806.0,5797.0,5760.0,5691.2,9.0,46.0,114.80000000000018,37.0,105.80000000000018,68.80000000000018
2024-10-24,5721.6,5710.0,5675.2,5610.4,11.600000000000364,46.400000000000546,111.20000000000073,34.80000000000018,99.60000000000036,64.80000000000018
2024-10-23,5767.6,5755.8,5724.4,5664.8,11.800000000000182,43.20000000000073,102.80000000000018,31.400000000000546,91.0,59.599999999999454
2024-10-22,5750.0,5741.4,5704.0,5637.2,8.600000000000364,46.0,112.80000000000018,37.399999999999636,104.19999999999982,66.80000000000018
2024-10-21,5686.6,5682.4,5648.0,5578.0,4.200000000000728,38.600000000000364,108.60000000000036,34.399999999999636,104.39999999999964,70.0
2024-10-18,5646.0,5613.4,5606.2,5578.8,32.600000000000364,39.80000000000018,67.19999999999982,7.199999999999818,34.599999999999454,27.399999999999636
2024-10-17,5407.0,5401.2,5392.4,5350.6,5.800000000000182,14.600000000000364,56.399999999999636,8.800000000000182,50.599999999999454,41.79999999999927
2024-10-16,5463.8,5457.8,5442.4,5399.8,6.0,21.400000000000546,64.0,15.400000000000546,58.0,42.599999999999454
2024-10-15,5456.4,5442.6,5424.6,5380.0,13.799999999999272,31.799999999999272,76.39999999999964,18.0,62.600000000000364,44.600000000000364
2024-10-14,5605.4,5596.6,5576.4,5532.6,8.799999999999272,29.0,72.79999999999927,20.200000000000728,64.0,43.79999999999927
2024-10-11,5485.0,5471.4,5459.6,5418.0,13.600000000000364,25.399999999999636,67.0,11.799999999999272,53.399999999999636,41.600000000000364
2024-10-10,5712.6,5701.0,5700.2,5655.0,11.600000000000364,12.400000000000546,57.600000000000364,0.8000000000001819,46.0,45.19999999999982
2024-10-09,5790.8,5793.4,5772.0,5742.0,-2.5999999999994543,18.800000000000182,48.80000000000018,21.399999999999636,51.399999999999636,30.0
2024-10-08,6098.2,6080.8,6060.0,6020.0,17.399999999999636,38.19999999999982,78.19999999999982,20.800000000000182,60.80000000000018,40.0
2024-09-30,5902.8,5887.4,5889.0,5853.4,15.400000000000546,13.800000000000182,49.400000000000546,-1.6000000000003638,34.0,35.600000000000364
2024-09-27,5430.2,5413.4,5401.4,5356.4,16.800000000000182,28.800000000000182,73.80000000000018,12.0,57.0,45.0
2024-09-26,4995.2,4988.0,4970.6,4927.2,7.199999999999818,24.599999999999454,68.0,17.399999999999636,60.80000000000018,43.400000000000546
2024-09-25,4732.0,4713.0,4699.2,4655.0,19.0,32.80000000000018,77.0,13.800000000000182,58.0,44.19999999999982
2024-09-24,4705.6,4685.2,4670.6,4625.2,20.400000000000546,35.0,80.40000000000055,14.599999999999454,60.0,45.400000000000546
2024-09-23,4478.4,4459.6,4443.4,4395.0,18.799999999999272,35.0,83.39999999999964,16.200000000000728,64.60000000000036,48.399999999999636
2024-09-20,4483.8,4474.8,4434.2,4386.4,9.0,49.600000000000364,97.40000000000055,40.600000000000364,88.40000000000055,47.80000000000018
2024-09-19,4530.0,4508.6,4462.0,4407.0,21.399999999999636,68.0,123.0,46.600000000000364,101.60000000000036,55.0
2024-09-18,4460.0,4438.2,4385.6,4330.2,21.800000000000182,74.39999999999964,129.80000000000018,52.599999999999454,108.0,55.400000000000546
2024-09-13,4444.8,4419.0,4376.6,4322.4,25.800000000000182,68.19999999999982,122.40000000000055,42.399999999999636,96.60000000000036,54.20000000000073
2024-09-12,4496.4,4469.6,4426.0,4372.2,26.799999999999272,70.39999999999964,124.19999999999982,43.600000000000364,97.40000000000055,53.80000000000018
2024-09-11,4509.2,4482.6,4436.6,4381.0,26.599999999999454,72.59999999999945,128.19999999999982,46.0,101.60000000000036,55.600000000000364
2024-09-10,4493.0,4467.0,4425.4,4372.6,26.0,67.60000000000036,120.39999999999964,41.600000000000364,94.39999999999964,52.79999999999927
2024-09-09,4494.6,4470.6,4429.0,4373.4,24.0,65.60000000000036,121.20000000000073,41.600000000000364,97.20000000000073,55.600000000000364
2024-09-06,4524.2,4496.4,4458.0,4404.6,27.800000000000182,66.19999999999982,119.59999999999945,38.399999999999636,91.79999999999927,53.399999999999636
2024-09-05,4592.4,4569.4,4530.0,4477.0,23.0,62.399999999999636,115.39999999999964,39.399999999999636,92.39999999999964,53.0
2024-09-04,4569.2,4550.0,4505.6,4455.4,19.199999999999818,63.599999999999454,113.80000000000018,44.399999999999636,94.60000000000036,50.20000000000073
2024-09-03,4576.0,4556.6,4514.6,4460.6,19.399999999999636,61.399999999999636,115.39999999999964,42.0,96.0,54.0
2024-09-02,4532.4,4511.0,4470.4,4417.0,21.399999999999636,62.0,115.39999999999964,40.600000000000364,94.0,53.399999999999636
2024-08-30,4628.4,4607.4,4572.0,4521.2,21.0,56.399999999999636,107.19999999999982,35.399999999999636,86.19999999999982,50.80000000000018
2024-08-29,4547.2,4529.4,4491.6,4442.6,17.800000000000182,55.599999999999454,104.59999999999945,37.79999999999927,86.79999999999927,49.0
2024-08-28,4483.0,4463.8,4426.0,4375.8,19.199999999999818,57.0,107.19999999999982,37.80000000000018,88.0,50.19999999999982
2024-08-27,4480.2,4461.2,4426.4,4374.4,19.0,53.80000000000018,105.80000000000018,34.80000000000018,86.80000000000018,52.0
2024-08-26,4527.0,4508.4,4471.4,4417.8,18.600000000000364,55.600000000000364,109.19999999999982,37.0,90.59999999999945,53.599999999999454
2024-08-23,4518.6,4500.2,4464.0,4412.0,18.400000000000546,54.600000000000364,106.60000000000036,36.19999999999982,88.19999999999982,52.0
2024-08-22,4514.6,4493.0,4456.6,4403.8,21.600000000000364,58.0,110.80000000000018,36.399999999999636,89.19999999999982,52.80000000000018
2024-08-21,4570.6,4550.8,4515.0,4462.0,19.800000000000182,55.600000000000364,108.60000000000036,35.80000000000018,88.80000000000018,53.0
2024-08-20,4572.0,4550.6,4513.4,4462.0,21.399999999999636,58.600000000000364,110.0,37.20000000000073,88.60000000000036,51.399999999999636
2024-08-19,4662.0,4642.0,4605.4,4550.6,20.0,56.600000000000364,111.39999999999964,36.600000000000364,91.39999999999964,54.79999999999927
2024-08-16,4673.0,4642.8,4586.6,4532.0,30.199999999999818,86.39999999999964,141.0,56.19999999999982,110.80000000000018,54.600000000000364
2024-08-15,4687.2,4661.2,4603.2,4548.6,26.0,84.0,138.59999999999945,58.0,112.59999999999945,54.599999999999454
2024-08-14,4653.8,4626.6,4566.4,4512.6,27.199999999999818,87.40000000000055,141.19999999999982,60.20000000000073,114.0,53.79999999999927
2024-08-13,4729.2,4705.0,4643.8,4592.0,24.199999999999818,85.39999999999964,137.19999999999982,61.19999999999982,113.0,51.80000000000018
2024-08-12,4717.6,4694.0,4633.0,4582.6,23.600000000000364,84.60000000000036,135.0,61.0,111.39999999999964,50.399999999999636
2024-08-09,4707.8,4682.0,4619.0,4568.8,25.800000000000182,88.80000000000018,139.0,63.0,113.19999999999982,50.19999999999982
2024-08-08,4752.4,4727.6,4668.6,4619.6,24.799999999999272,83.79999999999927,132.79999999999927,59.0,108.0,49.0
2024-08-07,4735.6,4711.8,4648.0,4595.0,23.800000000000182,87.60000000000036,140.60000000000036,63.80000000000018,116.80000000000018,53.0
2024-08-06,4738.2,4715.8,4650.0,4599.8,22.399999999999636,88.19999999999982,138.39999999999964,65.80000000000018,116.0,50.19999999999982
