trade_date,close_ih0,close_ih1,close_ih2,close_ih3,price_spread_ih0_ih1,price_spread_ih0_ih2,price_spread_ih0_ih3,price_spread_ih1_ih2,price_spread_ih1_ih3,price_spread_ih2_ih3
2025-04-02,2659.4,2661.8,2656.2,2624.0,-2.400000000000091,3.200000000000273,35.40000000000009,5.600000000000364,37.80000000000018,32.19999999999982
2025-04-01,2664.8,2666.6,2661.8,2628.6,-1.7999999999997272,3.0,36.20000000000027,4.799999999999727,38.0,33.20000000000027
2025-03-31,2669.4,2672.4,2666.0,2633.6,-3.0,3.400000000000091,35.80000000000018,6.400000000000091,38.80000000000018,32.40000000000009
2025-03-28,2680.6,2683.2,2677.6,2645.0,-2.599999999999909,3.0,35.59999999999991,5.599999999999909,38.19999999999982,32.59999999999991
2025-03-27,2693.6,2694.0,2690.6,2656.6,-0.40000000000009095,3.0,37.0,3.400000000000091,37.40000000000009,34.0
2025-03-26,2679.0,2682.2,2676.0,2642.4,-3.199999999999818,3.0,36.59999999999991,6.199999999999818,39.79999999999973,33.59999999999991
2025-03-25,2694.4,2697.2,2690.0,2655.6,-2.799999999999727,4.400000000000091,38.80000000000018,7.199999999999818,41.59999999999991,34.40000000000009
2025-03-24,2692.8,2695.0,2689.0,2653.6,-2.199999999999818,3.800000000000182,39.20000000000027,6.0,41.40000000000009,35.40000000000009
2025-03-21,2677.8,2674.6,2671.8,2637.6,3.200000000000273,6.0,40.20000000000027,2.799999999999727,37.0,34.20000000000027
2025-03-20,2721.2,2722.4,2719.0,2684.4,-1.2000000000002728,2.199999999999818,36.79999999999973,3.400000000000091,38.0,34.59999999999991
2025-03-19,2750.0,2752.8,2749.6,2715.4,-2.800000000000182,0.40000000000009095,34.59999999999991,3.200000000000273,37.40000000000009,34.19999999999982
2025-03-18,2740.0,2742.0,2740.4,2705.2,-2.0,-0.40000000000009095,34.80000000000018,1.599999999999909,36.80000000000018,35.20000000000027
2025-03-17,2737.2,2740.2,2738.4,2704.2,-3.0,-1.2000000000002728,33.0,1.7999999999997272,36.0,34.20000000000027
2025-03-14,2747.0,2747.4,2746.0,2710.6,-0.40000000000009095,1.0,36.40000000000009,1.400000000000091,36.80000000000018,35.40000000000009
2025-03-13,2663.8,2665.6,2660.6,2625.0,-1.7999999999997272,3.200000000000273,38.80000000000018,5.0,40.59999999999991,35.59999999999991
2025-03-12,2670.0,2670.4,2664.0,2628.6,-0.40000000000009095,6.0,41.40000000000009,6.400000000000091,41.80000000000018,35.40000000000009
2025-03-11,2675.4,2675.8,2670.2,2635.0,-0.40000000000009095,5.200000000000273,40.40000000000009,5.600000000000364,40.80000000000018,35.19999999999982
2025-03-10,2664.6,2665.6,2660.8,2625.4,-1.0,3.799999999999727,39.19999999999982,4.799999999999727,40.19999999999982,35.40000000000009
2025-03-07,2681.6,2685.0,2679.2,2643.8,-3.400000000000091,2.400000000000091,37.79999999999973,5.800000000000182,41.19999999999982,35.399999999999636
2025-03-06,2685.0,2686.4,2683.2,2648.0,-1.400000000000091,1.800000000000182,37.0,3.200000000000273,38.40000000000009,35.19999999999982
2025-03-05,2637.0,2639.4,2635.8,2601.4,-2.400000000000091,1.199999999999818,35.59999999999991,3.599999999999909,38.0,34.40000000000009
2025-03-04,2620.0,2623.0,2619.4,2585.4,-3.0,0.599999999999909,34.59999999999991,3.599999999999909,37.59999999999991,34.0
2025-03-03,2628.0,2630.6,2628.4,2593.6,-2.599999999999909,-0.40000000000009095,34.40000000000009,2.199999999999818,37.0,34.80000000000018
2025-02-28,2646.2,2649.2,2648.8,2614.6,-3.0,-2.600000000000364,31.59999999999991,0.3999999999996362,34.59999999999991,34.20000000000027
2025-02-27,2685.0,2689.4,2686.0,2649.2,-4.400000000000091,-1.0,35.80000000000018,3.400000000000091,40.20000000000027,36.80000000000018
2025-02-26,2668.4,2670.4,2669.8,2634.4,-2.0,-1.400000000000091,34.0,0.599999999999909,36.0,35.40000000000009
2025-02-25,2646.6,2650.0,2647.6,2611.4,-3.400000000000091,-1.0,35.19999999999982,2.400000000000091,38.59999999999991,36.19999999999982
2025-02-24,2675.0,2677.4,2675.8,2639.0,-2.400000000000091,-0.8000000000001819,36.0,1.599999999999909,38.40000000000009,36.80000000000018
2025-02-21,2681.2,2689.8,2690.4,2655.2,-8.600000000000364,-9.200000000000273,26.0,-0.599999999999909,34.600000000000364,35.20000000000027
2025-02-20,2648.6,2653.0,2652.8,2617.8,-4.400000000000091,-4.200000000000273,30.799999999999727,0.1999999999998181,35.19999999999982,35.0
2025-02-19,2663.2,2667.0,2667.8,2631.6,-3.800000000000182,-4.600000000000364,31.59999999999991,-0.8000000000001819,35.40000000000009,36.20000000000027
2025-02-18,2651.8,2655.0,2656.0,2619.0,-3.199999999999818,-4.199999999999818,32.80000000000018,-1.0,36.0,37.0
2025-02-17,2664.8,2667.4,2667.4,2632.6,-2.599999999999909,-2.599999999999909,32.20000000000027,0.0,34.80000000000018,34.80000000000018
2025-02-14,2663.6,2668.4,2667.0,2631.8,-4.800000000000182,-3.400000000000091,31.799999999999727,1.400000000000091,36.59999999999991,35.19999999999982
2025-02-13,2644.6,2648.8,2648.8,2613.8,-4.200000000000273,-4.200000000000273,30.799999999999727,0.0,35.0,35.0
2025-02-12,2640.8,2644.8,2645.6,2608.0,-4.0,-4.799999999999727,32.80000000000018,-0.7999999999997272,36.80000000000018,37.59999999999991
2025-02-11,2613.8,2616.8,2618.0,2581.4,-3.0,-4.199999999999818,32.40000000000009,-1.199999999999818,35.40000000000009,36.59999999999991
2025-02-10,2622.2,2626.0,2626.0,2590.0,-3.800000000000182,-3.800000000000182,32.19999999999982,0.0,36.0,36.0
2025-02-07,2613.2,2617.0,2616.4,2579.4,-3.800000000000182,-3.200000000000273,33.79999999999973,0.599999999999909,37.59999999999991,37.0
2025-02-06,2580.8,2583.8,2582.4,2545.8,-3.0,-1.599999999999909,35.0,1.400000000000091,38.0,36.59999999999991
2025-02-05,2559.8,2559.0,2556.4,2520.0,0.8000000000001819,3.400000000000091,39.80000000000018,2.599999999999909,39.0,36.40000000000009
2025-01-27,2571.0,2569.8,2568.4,2530.2,1.199999999999818,2.599999999999909,40.80000000000018,1.400000000000091,39.600000000000364,38.20000000000027
2025-01-24,2585.4,2591.0,2590.0,2549.8,-5.599999999999909,-4.599999999999909,35.59999999999991,1.0,41.19999999999982,40.19999999999982
2025-01-23,2568.8,2570.0,2568.6,2529.6,-1.199999999999818,0.20000000000027285,39.20000000000027,1.400000000000091,40.40000000000009,39.0
2025-01-22,2551.4,2553.4,2551.0,2516.4,-2.0,0.40000000000009095,35.0,2.400000000000091,37.0,34.59999999999991
2025-01-21,2586.0,2589.2,2588.4,2552.0,-3.199999999999818,-2.400000000000091,34.0,0.7999999999997272,37.19999999999982,36.40000000000009
2025-01-20,2590.0,2593.0,2591.6,2557.2,-3.0,-1.599999999999909,32.80000000000018,1.400000000000091,35.80000000000018,34.40000000000009
2025-01-17,2587.0,2584.4,2585.8,2585.8,2.599999999999909,1.199999999999818,1.199999999999818,-1.400000000000091,-1.400000000000091,0.0
2025-01-16,2579.4,2581.0,2583.0,2581.4,-1.599999999999909,-3.599999999999909,-2.0,-2.0,-0.40000000000009095,1.599999999999909
2025-01-15,2593.6,2593.6,2596.2,2595.8,0.0,-2.599999999999909,-2.200000000000273,-2.599999999999909,-2.200000000000273,0.3999999999996362
2025-01-14,2599.0,2599.0,2600.0,2600.8,0.0,-1.0,-1.800000000000182,-1.0,-1.800000000000182,-0.8000000000001819
2025-01-13,2557.2,2555.6,2558.0,2557.8,1.599999999999909,-0.8000000000001819,-0.6000000000003638,-2.400000000000091,-2.200000000000273,0.1999999999998181
2025-01-10,2561.0,2561.4,2561.2,2559.4,-0.40000000000009095,-0.1999999999998181,1.599999999999909,0.20000000000027285,2.0,1.7999999999997272
2025-01-09,2580.0,2581.4,2582.2,2582.2,-1.400000000000091,-2.199999999999818,-2.199999999999818,-0.7999999999997272,-0.7999999999997272,0.0
2025-01-08,2597.0,2597.0,2598.4,2598.0,0.0,-1.400000000000091,-1.0,-1.400000000000091,-1.0,0.40000000000009095
2025-01-07,2592.0,2592.8,2596.6,2595.0,-0.8000000000001819,-4.599999999999909,-3.0,-3.799999999999727,-2.199999999999818,1.599999999999909
2025-01-06,2577.6,2578.0,2580.2,2578.2,-0.40000000000009095,-2.599999999999909,-0.599999999999909,-2.199999999999818,-0.1999999999998181,2.0
2025-01-03,2589.6,2592.4,2592.2,2593.0,-2.800000000000182,-2.599999999999909,-3.400000000000091,0.20000000000027285,-0.599999999999909,-0.8000000000001819
2025-01-02,2616.4,2618.6,2619.8,2620.0,-2.199999999999818,-3.400000000000091,-3.599999999999909,-1.2000000000002728,-1.400000000000091,-0.1999999999998181
2024-12-31,2678.0,2683.2,2681.2,2682.0,-5.199999999999818,-3.199999999999818,-4.0,2.0,1.199999999999818,-0.8000000000001819
2024-12-30,2722.8,2723.8,2728.2,2725.8,-1.0,-5.399999999999636,-3.0,-4.399999999999636,-2.0,2.399999999999636
2024-12-27,2703.0,2707.0,2710.6,2710.6,-4.0,-7.599999999999909,-7.599999999999909,-3.599999999999909,-3.599999999999909,0.0
2024-12-26,2707.2,2709.4,2713.4,2712.2,-2.200000000000273,-6.200000000000273,-5.0,-4.0,-2.799999999999727,1.2000000000002728
2024-12-25,2710.4,2711.8,2716.2,2714.0,-1.400000000000091,-5.799999999999727,-3.599999999999909,-4.399999999999636,-2.199999999999818,2.199999999999818
2024-12-24,2702.4,2705.0,2710.2,2709.4,-2.599999999999909,-7.799999999999727,-7.0,-5.199999999999818,-4.400000000000091,0.7999999999997272
2024-12-23,2671.2,2671.0,2676.2,2676.2,0.1999999999998181,-5.0,-5.0,-5.199999999999818,-5.199999999999818,0.0
2024-12-20,2652.4,2650.4,2659.8,2662.0,2.0,-7.400000000000091,-9.599999999999909,-9.400000000000091,-11.599999999999909,-2.199999999999818
2024-12-19,2660.0,2660.4,2667.0,2668.0,-0.40000000000009095,-7.0,-8.0,-6.599999999999909,-7.599999999999909,-1.0
2024-12-18,2669.6,2666.0,2671.0,2672.0,3.599999999999909,-1.400000000000091,-2.400000000000091,-5.0,-6.0,-1.0
2024-12-17,2651.0,2648.0,2656.8,2657.0,3.0,-5.800000000000182,-6.0,-8.800000000000182,-9.0,-0.1999999999998181
2024-12-16,2635.8,2635.2,2642.0,2640.0,0.6000000000003638,-6.199999999999818,-4.199999999999818,-6.800000000000182,-4.800000000000182,2.0
2024-12-13,2638.0,2637.2,2640.2,2639.8,0.8000000000001819,-2.199999999999818,-1.800000000000182,-3.0,-2.600000000000364,0.3999999999996362
2024-12-12,2710.4,2709.8,2719.0,2719.4,0.599999999999909,-8.599999999999909,-9.0,-9.199999999999818,-9.599999999999909,-0.40000000000009095
2024-12-11,2679.0,2677.4,2687.2,2688.2,1.599999999999909,-8.199999999999818,-9.199999999999818,-9.799999999999727,-10.799999999999727,-1.0
2024-12-10,2692.4,2691.6,2701.0,2702.8,0.8000000000001819,-8.599999999999909,-10.400000000000091,-9.400000000000091,-11.200000000000273,-1.800000000000182
2024-12-09,2667.6,2664.0,2672.2,2672.8,3.599999999999909,-4.599999999999909,-5.200000000000273,-8.199999999999818,-8.800000000000182,-0.6000000000003638
2024-12-06,2663.8,2662.0,2669.0,2670.2,1.800000000000182,-5.199999999999818,-6.399999999999636,-7.0,-8.199999999999818,-1.199999999999818
2024-12-05,2635.0,2632.6,2639.2,2639.2,2.400000000000091,-4.199999999999818,-4.199999999999818,-6.599999999999909,-6.599999999999909,0.0
2024-12-04,2644.6,2642.8,2648.6,2648.0,1.7999999999997272,-4.0,-3.400000000000091,-5.799999999999727,-5.199999999999818,0.599999999999909
2024-12-03,2650.4,2651.4,2656.0,2655.2,-1.0,-5.599999999999909,-4.799999999999727,-4.599999999999909,-3.799999999999727,0.8000000000001819
2024-12-02,2639.4,2640.4,2648.2,2647.6,-1.0,-8.799999999999727,-8.199999999999818,-7.799999999999727,-7.199999999999818,0.599999999999909
2024-11-29,2625.0,2623.2,2631.4,2629.6,1.800000000000182,-6.400000000000091,-4.599999999999909,-8.200000000000273,-6.400000000000091,1.800000000000182
2024-11-28,2613.8,2615.0,2619.2,2619.6,-1.199999999999818,-5.399999999999636,-5.799999999999727,-4.199999999999818,-4.599999999999909,-0.40000000000009095
2024-11-27,2628.2,2627.4,2634.8,2635.0,0.7999999999997272,-6.600000000000364,-6.800000000000182,-7.400000000000091,-7.599999999999909,-0.1999999999998181
2024-11-26,2597.0,2596.0,2603.0,2602.0,1.0,-6.0,-5.0,-7.0,-6.0,1.0
2024-11-25,2584.4,2585.4,2590.8,2590.0,-1.0,-6.400000000000091,-5.599999999999909,-5.400000000000091,-4.599999999999909,0.8000000000001819
2024-11-22,2603.6,2606.0,2610.2,2610.0,-2.400000000000091,-6.599999999999909,-6.400000000000091,-4.199999999999818,-4.0,0.1999999999998181
2024-11-21,2687.6,2689.2,2694.2,2693.8,-1.599999999999909,-6.599999999999909,-6.200000000000273,-5.0,-4.600000000000364,0.3999999999996362
2024-11-20,2680.6,2681.4,2687.4,2687.2,-0.8000000000001819,-6.800000000000182,-6.599999999999909,-6.0,-5.799999999999727,0.20000000000027285
2024-11-19,2674.4,2675.6,2683.2,2677.4,-1.199999999999818,-8.799999999999727,-3.0,-7.599999999999909,-1.800000000000182,5.799999999999727
2024-11-18,2685.2,2686.4,2690.8,2693.0,-1.2000000000002728,-5.600000000000364,-7.800000000000182,-4.400000000000091,-6.599999999999909,-2.199999999999818
2024-11-15,2697.8,2676.0,2683.6,2684.4,21.800000000000182,14.200000000000273,13.400000000000091,-7.599999999999909,-8.400000000000091,-0.8000000000001819
2024-11-14,2707.0,2712.6,2719.0,2719.8,-5.599999999999909,-12.0,-12.800000000000182,-6.400000000000091,-7.200000000000273,-0.8000000000001819
2024-11-13,2727.2,2735.0,2745.6,2743.4,-7.800000000000182,-18.40000000000009,-16.200000000000273,-10.599999999999909,-8.400000000000091,2.199999999999818
2024-11-12,2712.4,2716.0,2727.2,2724.2,-3.599999999999909,-14.799999999999727,-11.799999999999727,-11.199999999999818,-8.199999999999818,3.0
2024-11-11,2756.2,2761.0,2772.8,2770.2,-4.800000000000182,-16.600000000000364,-14.0,-11.800000000000182,-9.199999999999818,2.600000000000364
2024-11-08,2772.0,2780.4,2788.2,2791.4,-8.400000000000091,-16.199999999999818,-19.40000000000009,-7.799999999999727,-11.0,-3.200000000000273
2024-11-07,2816.2,2826.8,2838.8,2836.0,-10.600000000000364,-22.600000000000364,-19.800000000000182,-12.0,-9.199999999999818,2.800000000000182
2024-11-06,2713.4,2720.6,2730.0,2724.2,-7.199999999999818,-16.59999999999991,-10.799999999999727,-9.400000000000091,-3.599999999999909,5.800000000000182
2024-11-05,2740.0,2745.2,2754.2,2749.6,-5.199999999999818,-14.199999999999818,-9.599999999999909,-9.0,-4.400000000000091,4.599999999999909
2024-11-04,2683.2,2690.2,2696.8,2695.0,-7.0,-13.600000000000364,-11.800000000000182,-6.600000000000364,-4.800000000000182,1.800000000000182
2024-11-01,2659.6,2665.4,2671.2,2668.4,-5.800000000000182,-11.599999999999909,-8.800000000000182,-5.799999999999727,-3.0,2.799999999999727
2024-10-31,2639.0,2645.0,2653.2,2650.4,-6.0,-14.199999999999818,-11.400000000000091,-8.199999999999818,-5.400000000000091,2.799999999999727
2024-10-30,2640.0,2645.2,2651.8,2652.0,-5.199999999999818,-11.800000000000182,-12.0,-6.600000000000364,-6.800000000000182,-0.1999999999998181
2024-10-29,2674.6,2679.6,2686.0,2682.4,-5.0,-11.400000000000091,-7.800000000000182,-6.400000000000091,-2.800000000000182,3.599999999999909
2024-10-28,2691.0,2698.4,2705.0,2701.6,-7.400000000000091,-14.0,-10.599999999999909,-6.599999999999909,-3.199999999999818,3.400000000000091
2024-10-25,2686.4,2692.4,2698.8,2693.0,-6.0,-12.400000000000091,-6.599999999999909,-6.400000000000091,-0.599999999999909,5.800000000000182
2024-10-24,2684.6,2691.0,2697.2,2697.4,-6.400000000000091,-12.599999999999909,-12.800000000000182,-6.199999999999818,-6.400000000000091,-0.20000000000027285
2024-10-23,2713.4,2718.6,2724.6,2722.4,-5.199999999999818,-11.199999999999818,-9.0,-6.0,-3.800000000000182,2.199999999999818
2024-10-22,2699.2,2706.0,2712.8,2709.2,-6.800000000000182,-13.600000000000364,-10.0,-6.800000000000182,-3.199999999999818,3.600000000000364
2024-10-21,2685.0,2690.8,2698.4,2699.4,-5.800000000000182,-13.400000000000091,-14.400000000000091,-7.599999999999909,-8.599999999999909,-1.0
2024-10-18,2668.0,2691.0,2696.2,2708.0,-23.0,-28.199999999999818,-40.0,-5.199999999999818,-17.0,-11.800000000000182
2024-10-17,2607.0,2608.4,2607.0,2613.0,-1.400000000000091,0.0,-6.0,1.400000000000091,-4.599999999999909,-6.0
2024-10-16,2650.8,2653.8,2654.0,2657.2,-3.0,-3.199999999999818,-6.399999999999636,-0.1999999999998181,-3.399999999999636,-3.199999999999818
2024-10-15,2653.0,2655.4,2653.0,2659.0,-2.400000000000091,0.0,-6.0,2.400000000000091,-3.599999999999909,-6.0
2024-10-14,2718.6,2723.0,2725.0,2723.2,-4.400000000000091,-6.400000000000091,-4.599999999999909,-2.0,-0.1999999999998181,1.800000000000182
2024-10-11,2689.0,2692.0,2698.6,2701.0,-3.0,-9.599999999999909,-12.0,-6.599999999999909,-9.0,-2.400000000000091
2024-10-10,2750.2,2751.0,2751.4,2748.2,-0.8000000000001819,-1.2000000000002728,2.0,-0.40000000000009095,2.800000000000182,3.200000000000273
2024-10-09,2655.0,2658.0,2652.0,2655.0,-3.0,3.0,0.0,6.0,3.0,-3.0
2024-10-08,2848.8,2848.4,2850.4,2849.8,0.40000000000009095,-1.599999999999909,-1.0,-2.0,-1.400000000000091,0.599999999999909
2024-09-30,2858.4,2880.0,2885.0,2896.0,-21.59999999999991,-26.59999999999991,-37.59999999999991,-5.0,-16.0,-11.0
2024-09-27,2653.6,2654.4,2660.0,2665.8,-0.8000000000001819,-6.400000000000091,-12.200000000000273,-5.599999999999909,-11.400000000000091,-5.800000000000182
2024-09-26,2522.8,2528.0,2528.8,2534.0,-5.199999999999818,-6.0,-11.199999999999818,-0.8000000000001819,-6.0,-5.199999999999818
2024-09-25,2384.4,2386.2,2388.2,2388.6,-1.7999999999997272,-3.799999999999727,-4.199999999999818,-2.0,-2.400000000000091,-0.40000000000009095
2024-09-24,2360.0,2363.6,2362.6,2362.2,-3.599999999999909,-2.599999999999909,-2.199999999999818,1.0,1.400000000000091,0.40000000000009095
2024-09-23,2239.0,2239.4,2240.0,2240.4,-0.40000000000009095,-1.0,-1.400000000000091,-0.599999999999909,-1.0,-0.40000000000009095
2024-09-20,2221.4,2228.0,2228.4,2228.6,-6.599999999999909,-7.0,-7.199999999999818,-0.40000000000009095,-0.599999999999909,-0.1999999999998181
2024-09-19,2231.4,2226.6,2227.2,2227.8,4.800000000000182,4.200000000000273,3.599999999999909,-0.599999999999909,-1.2000000000002728,-0.6000000000003638
2024-09-18,2218.4,2212.0,2212.4,2212.8,6.400000000000091,6.0,5.599999999999909,-0.40000000000009095,-0.8000000000001819,-0.40000000000009095
2024-09-13,2204.4,2199.0,2201.4,2201.2,5.400000000000091,3.0,3.200000000000273,-2.400000000000091,-2.199999999999818,0.20000000000027285
2024-09-12,2211.2,2205.2,2206.8,2210.2,6.0,4.399999999999636,1.0,-1.6000000000003638,-5.0,-3.399999999999636
2024-09-11,2220.2,2213.6,2216.4,2218.6,6.599999999999909,3.799999999999727,1.599999999999909,-2.800000000000182,-5.0,-2.199999999999818
2024-09-10,2232.8,2226.0,2228.2,2230.6,6.800000000000182,4.600000000000364,2.200000000000273,-2.199999999999818,-4.599999999999909,-2.400000000000091
2024-09-09,2233.0,2227.8,2227.4,2230.4,5.199999999999818,5.599999999999909,2.599999999999909,0.40000000000009095,-2.599999999999909,-3.0
2024-09-06,2261.4,2257.8,2257.0,2263.0,3.599999999999909,4.400000000000091,-1.599999999999909,0.8000000000001819,-5.199999999999818,-6.0
2024-09-05,2272.8,2270.8,2270.2,2270.2,2.0,2.600000000000364,2.600000000000364,0.6000000000003638,0.6000000000003638,0.0
2024-09-04,2269.4,2267.0,2267.0,2271.0,2.400000000000091,2.400000000000091,-1.599999999999909,0.0,-4.0,-4.0
2024-09-03,2289.0,2286.2,2285.8,2290.2,2.800000000000182,3.199999999999818,-1.199999999999818,0.3999999999996362,-4.0,-4.399999999999636
2024-09-02,2299.6,2298.2,2297.6,2301.0,1.400000000000091,2.0,-1.400000000000091,0.599999999999909,-2.800000000000182,-3.400000000000091
2024-08-30,2337.0,2333.2,2334.0,2337.0,3.800000000000182,3.0,0.0,-0.8000000000001819,-3.800000000000182,-3.0
2024-08-29,2314.6,2312.6,2312.4,2315.4,2.0,2.199999999999818,-0.8000000000001819,0.1999999999998181,-2.800000000000182,-3.0
2024-08-28,2330.0,2325.8,2325.2,2327.2,4.199999999999818,4.800000000000182,2.800000000000182,0.6000000000003638,-1.3999999999996362,-2.0
2024-08-27,2350.0,2345.2,2343.8,2346.0,4.800000000000182,6.199999999999818,4.0,1.3999999999996362,-0.8000000000001819,-2.199999999999818
2024-08-26,2349.6,2344.6,2343.4,2348.6,5.0,6.199999999999818,1.0,1.199999999999818,-4.0,-5.199999999999818
2024-08-23,2352.6,2347.8,2346.2,2350.6,4.799999999999727,6.400000000000091,2.0,1.6000000000003638,-2.799999999999727,-4.400000000000091
2024-08-22,2334.0,2326.2,2330.2,2332.0,7.800000000000182,3.800000000000182,2.0,-4.0,-5.800000000000182,-1.800000000000182
2024-08-21,2334.6,2331.4,2331.2,2334.6,3.199999999999818,3.400000000000091,0.0,0.20000000000027285,-3.199999999999818,-3.400000000000091
2024-08-20,2342.2,2340.4,2340.0,2343.8,1.7999999999997272,2.199999999999818,-1.6000000000003638,0.40000000000009095,-3.400000000000091,-3.800000000000182
2024-08-19,2353.2,2352.2,2351.8,2355.0,1.0,1.3999999999996362,-1.800000000000182,0.3999999999996362,-2.800000000000182,-3.199999999999818
2024-08-16,2341.6,2342.0,2340.2,2344.4,-0.40000000000009095,1.400000000000091,-2.800000000000182,1.800000000000182,-2.400000000000091,-4.200000000000273
